Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,18,5,13,27.8%,14-31,31.1%,199-249,44.4%,3-5,37.5%,17,72.1%,15.7%,7.1%,8.6%,62.4%,68.6%,44.5%,59.5%,33.5%,47.0%,0.83
Clay,12,7,5,58.3%,14-12,53.8%,129-119,52.0%,2-3,40.0%,12,74.0%,31.3%,7.1%,6.6%,58.4%,73.0%,45.5%,61.5%,40.7%,50.7%,1.06
Grass,7,3,4,42.9%,7-10,41.2%,73-82,47.1%,0-2,0.0%,7,74.0%,21.1%,6.0%,9.9%,65.4%,69.4%,45.3%,61.1%,35.1%,48.1%,0.90
Grand Slams,7,3,4,42.9%,8-13,38.1%,106-112,48.6%,1-4,20.0%,7,75.2%,24.1%,8.3%,10.3%,61.3%,71.5%,45.2%,61.3%,38.2%,49.6%,0.99
Masters,13,5,8,38.5%,11-17,39.3%,117-145,44.7%,3-2,60.0%,13,71.1%,17.8%,6.7%,7.4%,61.3%,69.1%,42.7%,58.8%,34.3%,46.9%,0.83
Other Tours,16,6,10,37.5%,14-22,38.9%,159-177,47.3%,1-4,20.0%,16,73.2%,22.8%,6.0%,7.5%,62.4%,69.8%,46.7%,61.1%,36.2%,48.7%,0.93
Best of 5,6,2,4,33.3%,7-13,35.0%,100-109,47.8%,1-4,20.0%,6,75.2%,22.3%,8.5%,10.3%,61.7%,71.5%,44.4%,61.1%,37.1%,49.1%,0.95
Best of 3,31,13,18,41.9%,28-40,41.2%,301-341,46.9%,4-6,40.0%,30,72.3%,21.3%,6.3%,7.5%,61.7%,69.5%,45.1%,60.2%,35.9%,48.1%,0.90
Quarter-finals,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,60.0%,10.0%,1.7%,17.2%,63.8%,67.6%,33.3%,55.2%,27.8%,42.0%,0.62
vs Righties,32,12,20,37.5%,30-48,38.5%,358-405,46.9%,5-9,35.7%,31,73.7%,20.3%,6.9%,7.8%,62.0%,70.2%,45.2%,60.7%,35.7%,48.3%,0.91
vs Lefties,5,3,2,60.0%,5-5,50.0%,43-45,48.9%,0-1,0.0%,5,68.1%,31.3%,6.5%,11.3%,59.9%,68.6%,42.7%,58.3%,39.8%,48.8%,0.95
vs Top 10,5,0,5,0.0%,2-11,15.4%,48-74,39.3%,1-1,50.0%,5,71.2%,8.2%,3.8%,7.8%,66.2%,65.9%,45.9%,59.1%,29.6%,44.9%,0.73
